product_name,description,price,image-src,on_sale_price,platform
Game Traveler Case Bundle - Mario Kart (Switch / Lite / Oled),"Nintendo Switch™ Game Traveler® Deluxe Travel Case Designed For All Nintendo Switch™ Systems

Hard shell case protects Nintendo Switch™, Nintendo Switch™ Lite or Nintendo Switch™ OLED Model System
Viewing Stand easily adjusts to your desired viewing angle
Recessed bottom insert firmly holds either Nintendo Switch™ or Nintendo Switch™ OLED Model with or without licensed Joy-Con™ Action Grips or Nintendo Switch™ Lite System with or without Protective Glove
Comfortable carrying handle


Includes:

Game Card Case 2 pcs

Each case holds 4 Nintendo Switch™ Game Cards and stores neatly beneath Nintendo Switch™ System
Dust free protection


Micro SD Card Case 2 pcs

Each case holds 2 Micro SD cards
Fits in any section of Game Card Case

Packaging Type: Color sleeve with hang tab",29.99,https://static-ca.gamestop.ca/images/products/774273/3max.jpg,,Switch
Game Traveler Case Bundle - Animal Crossing (Switch / Lite / Oled),"Deluxe Travel Case with Deboss Animal Crossing New Horizon

Hard shell case protects Nintendo Switch™, Nintendo Switch™ Lite or Nintendo Switch™ OLED Model System
Viewing Stand easily adjusts to your desired viewing angle l Recessed bottom insert firmly holds either Nintendo Switch™ or Nintendo Switch™ OLED Model with or without licensed Joy-Con™ Action Grips or Nintendo Switch™ Lite System with or without Protective Glove
Comfortable carrying handle


Includes:
Game Card Case 2 pcs

Each case holds 4 Nintendo Switch™ Game Cards and stores neatly beneath Nintendo Switch™ System
Dust free protection

Micro SD Card Case 2 pcs

Each case holds 2 Micro SD cards
Fits in any section of Game Card Case

Packaging Type: Color sleeve with hang tab",29.99,https://static-ca.gamestop.ca/images/products/774274/3max.jpg,,Switch
Animal Crossing New Horizons Bundle (Game + DLC) - Digital,,,https://static-ca.gamestop.ca/images/products/776063/3max.jpg,,Switch
Splatoon 3 Digital Bundle (Game + Expansion Pass) - Digital,,,https://static-ca.gamestop.ca/images/products/776610/3max.jpg,,Switch
Premium Game Card Case - Zelda,,19.99,https://static-ca.gamestop.ca/images/products/773685/3max.jpg,,Switch
Premium Game Card Case - Mario,,19.99,https://static-ca.gamestop.ca/images/products/773684/3max.jpg,,Switch
Rabbids Party of Legends,"PRODUCT DESCRIPTION:
Embark on a legendary journey with the Rabbids in this hilarious party game! Join them on an incredible quest, filled with hilarious moments and colorful characters. Gather with friends and family and enjoy a multitude of ridiculously fun mini-games in the most epic Rabbids party yet.

FEATURES: 
- Jump into multiplayer mayhem with up to four players locally.
- Team up and face off across 50 fun mini-games.
- Build a custom playlist of your favorite mini-games.
- Anyone can get in on the action with customizable difficulty levels and intuitive controls.
- Discover a legendary story filled with colorful characters, played across four chapters.

Joy-Con™ controllers required to play (sold separately on Nintendo Switch Lite™).

Game not compatible with Nintendo Switch Pro Controller",49.99,https://static-ca.gamestop.ca/images/products/770330/3max.jpg,,Switch
Oddballers,"Use brutally unfair tactics to mess with your opponents in this wacky multiplayer party game!
FEATURES: 
• Play a new type of hard-hitting dodgeball. Dodge, block, and grab whatever you can to throw at the faces of your frenemies. And use the environment to crush opponents with electrical fences, explosive gas tanks, or tennis ball launchers.
• Embrace the absurd. Every arena comes with its own rules and features various frantic mini-games where anything can happen! From last-one-standing games to team-based battles to running for your life wearing a rooster costume, or knocking opponents out with fresh fish.
• Challenge your friends. Test your skills (and friendships) online or locally! Play with up to four players in your living room, or take the matches online and compete against five other contenders.
• Switch up your playing field. From rustic farms to waterfront towns to paradise islands, each environment features more than 20 different arenas and unique mini-games for even more fun.
• Customize your character. Customize your character from head to toe with hundreds of hilarious outfits, haircuts, and more to be the best-looking in the arena. You can even pick your favorite dance move to taunt your fallen foes, and tailor each mini-game to your taste!",29.99,https://static-ca.gamestop.ca/images/products/768165/3max.jpg,,Switch
Donkey Kong Country Tropical Freeze,"Donkey Kong Country: Tropical Freeze is powering up for the franchise’s debut on Nintendo Switch! The invading Snowmads have locked Donkey Kong Island in a deep freeze, and it’s up to the Kongs to thaw things out!Join Donkey Kong, Diddy Kong, Dixie Kong, Cranky Kong and Funky Kong as they swim, swing, spring and surf through islands packed with hazards, hidden collectibles, and unforgettable boss encounters! Use each character’s unique moves to explore every corner of each island, unearth special items and even hidden exits.Take control of Donkey Kong and his buddies as they try to get back their stolen bananas from invaders from the polar regionsTravel through a variety of environments, including Jungles, Deserts and Forests spread over 7 worldsPlay through the entire game with a buddy in local co-opThis version adds Funky Mode, and a new playable character, Funky Kong (only available in Funky Mode) these additions are aimed at making the game more accessible for inexperienced playersThere are many collectibles, secret areas, and extra levels that are unlocked by finding secret exits and by collecting every item in each level.",79.99,https://static-ca.gamestop.ca/images/products/737220/3max.jpg,65.99,Switch
Yoshi's Crafted World,"A Big Adventure in a Miniature World of crafts.

Jump into a new Yoshi adventure in a world made of everyday objects—like boxes and paper cups! When Kamek and Baby Bowser have scatter gems from the powerful Sundream Stone across the land, it falls upon Yoshi and friends to find them.  As Yoshi, you’ll leap up high, gulp down enemies, and set out on a treasure hunt to find all the different collectables. On the flip side, stages can be played backwards, providing new perspectives to explore and new ways to locate some of the more craftily hidden items! 


Mellow Mode: Mellow Mode gives Yoshi wings for a breezier, more relaxed experience. 

Classic Mode: Classic mode offers the conventional Yoshi experience. If things get too tough, it’s easy to instantly change modes. 

Uncover surprises around every cardboard corner: Thanks to the 3D-depth style of each stage, you can move between the front, middle, and background pathways. You can even throw eggs waaaaaaay far away to hit spots that Yoshi can’t reach. 

Two players, one system: Settle in for some serious couch co-op! Each player uses a single Joy-Con™ controller to control their own Yoshi, so no additional accessories are needed. 


Supported Play Modes: TV MODE, TABLETOP MODE, HANDHELD MODE. 

 “...an excellent platformer worth picking up...” - Nintendo Enthusiast (9/10) 
  “...a delightful adventure...” - GameInformer (8.25/10)",79.99,https://static-ca.gamestop.ca/images/products/743735/3max.jpg,65.99,Switch
Super Mario Odyssey,"Embark on a cap-tivating, globe-trotting adventure!

Join Mario on a massive, globe-trotting 3D adventure and use his incredible new abilities to collect Moons so you can power up your airship, the Odyssey, and rescue Princess Peach from Bowser's wedding plans! This sandbox-style 3D Mario adventure—the first since 1996's beloved Super Mario 64 and 2002's Nintendo GameCube classic Super Mario Sunshine—is packed with secrets and surprises, and with Mario's new moves like cap throw, cap jump, and capture, you'll have fun and exciting gameplay experiences unlike anything you've enjoyed in a Mario game before. Get ready to be whisked away to strange and amazing places far from the Mushroom Kingdom!


Put a cap on it! Thanks to Cappy, Mario now can control certain objects, enemies, and more. With just a flick of the wrist, you can toss the hat-shaped hero at them to take over—check it out! 

Familiar Favorites: Besides the cool new Cappy abilities, Mario also has his classic medley of moves, like jump, wall jump, triple jump, ground pound, and backwards somersault. 

The Odyssey: Hop aboard this amazing airship and leave the Mushroom Kingdom behind as you explore exciting destinations like nothing you’ve ever seen in a Mario game before. 

The Kingdoms: From the sandy dunes of the Sand Kingdom to skyscraper-packed New Donk City, you can explore astonishing new locales to your heart’s content, and run into familiar friends—and foes—along the way. 

Take down baddies with a buddy! Feel like playing with a friend? Pass them a Joy-Con™ controller and team-up in co-op mode! Player 1 controls Mario while Player 2 controls Cappy. 

Assist Mode: If you’re a younger player—or just like to take things at a slower pace—you might want to try Assist Mode. Start with more health and follow helpful arrows to show you the way! 


Supported Play Modes: TV MODE, TABLETOP MODE, HANDHELD MODE. 

 “MASTERPIECE 10/10” - IGN
 “…the most gorgeous Mario game ever. 100/100” - GamesBeat
 “…an absolute delight… 9.75/10” - Game Informer",79.99,https://static-ca.gamestop.ca/images/products/729015/3max.jpg,65.99,Switch
